X,Y,OBJECTID,Project_ID,Project_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Project_Zip_Code,Neighborhood,Project_Record_Type,Project_Status,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Project_Update_Date,Gross_Square_Footage,Description,Website_URL,Lat,Lon,Gross_Floor_Area,RnD_sqft,Shape
771243.68349205,2946694.10293223,21868,1622,Northampton Square Harrison Towers,860,Harrison,Avenue,2118,Roxbury,Large Project,Construction Complete,2013/10/31 00:00:00+00,2014/04/17 00:00:00+00,2015/01/12 00:00:00+00,2016/05/11 00:00:00+00,2014/04/17 00:00:00+00,94671,Proposal calls for the rehabilitation of the existing building at 860 Harrison Ave (102 rental units).,http://www.bostonplans.org/Projects/Development-Projects/Northampton-Square-Project,42.3331,-71.0744,94671,0,
762730.512526304,2951645.84007597,21869,1624,900 Beacon Street,900,Beacon,Street,2215,Fenway,Small Project,Construction Complete,2013/10/31 00:00:00+00,2014/04/17 00:00:00+00,2015/04/27 00:00:00+00,2016/09/01 00:00:00+00,2015/06/09 00:00:00+00,38950,"Proposal calls for the construction of a new, five story building containing 32 residential units, 4,470 SF of ground floor commercial space and 36 parking spaces.",http://www.bostonplans.org/projects/development-projects/900-beacon-street,42.3468,-71.1058,38950,0,
788600.988344312,2965846.94487581,21870,1625,917 Bennington Street,917,Bennington,Street,2128,East Boston,Small Project,Construction Complete,2013/11/01 00:00:00+00,2014/02/13 00:00:00+00,2015/08/21 00:00:00+00,2021/07/13 00:00:00+00,2022/05/12 00:00:00+00,47230,The proposed project consists of the construction of a five story residential building that will include 42 rental units and approximately 45 off-street parking spaces.,http://www.bostonplans.org/projects/development-projects/917-bennington-street,42.3854,-71.0098,47230,0,
759284.877685308,2918103.22507472,21871,1626,The Residences at Fairmount Station,15,Nott,Street,2136,Hyde Park,Small Project,Construction Complete,2013/11/01 00:00:00+00,2014/09/18 00:00:00+00,2017/07/03 00:00:00+00,2018/11/28 00:00:00+00,2017/05/26 00:00:00+00,33388,"Logan Square LLC, a collaboration of Southwest Boston Community Development Corporation and Codman Square Neighborhood Development Corporation propose to construct a new, 4-story building for the provision of 27 rental units, including 24 affordable units, and 27 parking spaces.  Project in conjunction with the City of Boston Department of Neighborhood Development.",http://www.bostonplans.org/Projects/Development-Projects/The-Residences-at-Fairmount-Stat,42.2548,-71.1191,33388,0,
758102.881689727,2958877.02705714,21872,1627,Harvard University - Chao Center,117,Western,Avenue,,Allston,Large Project,Construction Complete,2013/11/05 00:00:00+00,2013/12/19 00:00:00+00,2014/04/01 00:00:00+00,2016/06/06 00:00:00+00,2014/06/13 00:00:00+00,75000,"Proposal calls for an approximately 75,000 SF dining facility for Harvard Business School's Executive Education program. It will also include classroom space, staff offices, function rooms, a kitchen, and outdoor courtyard seating.  No new parking.",http://www.bostonplans.org/Projects/Development-Projects/Harvard-University-Chao-Center,42.3667,-71.1228,75000,0,
767936.153689802,2948499.96939923,21873,1628,Northeastern University - Interdisciplinary Science & Engineering Center,795,Columbus,Avenue,2120,Roxbury,Large Project,Construction Complete,2013/07/03 00:00:00+00,2013/11/14 00:00:00+00,2015/09/21 00:00:00+00,2016/12/30 00:00:00+00,2015/01/23 00:00:00+00,197000,"Proposal calls for the construction of 197,000 SF of research and office space, including new faculty, interdisciplinary research clusters and collaborative space, specialized teaching labs, classrooms, student space, and a cafe open to the public.",http://www.bostonplans.org/Projects/Development-Projects/Northeastern-University-Interdisciplinary-Science,42.3381,-71.0866,197000,197000,
773288.985175714,2948599.41965964,21874,1629,BioSquare II - Garage (Parcel H),610,Albany,Street,2118,South End,Large Project,Construction Complete,,2005/04/28 00:00:00+00,,1990/01/01 00:00:00+00,2013/07/16 00:00:00+00,496000,"BioSquare II PDA no. 41A - 8-level, 1400 space garage (Parcel H)",,42.3383,-71.0668,496000,0,
764813.66518414,2945569.63700531,21875,163,Oscar and Parker Streets Cmty Garden,15,Allegheny,Street,2120,Mission Hill,Small Project,Construction Complete,,,,,,0,BNAF requested that the BRA enter into a License Agreement for the use of the BRA owned parcel for the use as a community garden.,,42.3301,-71.0982,0,,
775579.317537308,2934434.99654497,21876,1630,Lucky Strike Residential Project,281-289,Adams,Street,2122,Dorchester,Small Project,Construction Complete,2013/11/20 00:00:00+00,2014/05/15 00:00:00+00,2015/04/24 00:00:00+00,2016/10/13 00:00:00+00,2018/12/10 00:00:00+00,31410,Proposal calls for the construction of a 3-story building for the provision of 22 rental units and 14 parking spaces.,http://www.bostonplans.org/projects/development-projects/lucky-strike-residential-project,42.2994,-71.0586,31410,0,
784022.409246892,2963270.06420282,21877,1631,Excel Academy Charter Middle and High School,401,Bremen,Street,2128,East Boston,Large Project,Construction Complete,2013/12/06 00:00:00+00,2014/11/13 00:00:00+00,2015/03/31 00:00:00+00,2016/06/20 00:00:00+00,,79261,,http://www.bostonplans.org/projects/development-projects/excel-academy-charter-middle-and-high-school,42.3784,-71.0268,79261,0,
777553.616082132,2949969.85589515,21878,1632,181-185 West First Street and 184 190 and 206 West Second Street,181-185,West First,Street,2127,South Boston,Large Project,Board Approved,2014/01/17 00:00:00+00,2014/04/17 00:00:00+00,2016/05/09 00:00:00+00,2016/06/01 00:00:00+00,2014/04/17 00:00:00+00,90000,"Proposal calls for the contruction of 97 residential untis, 4,000 SF of retail space and 115 parking spaces.",http://www.bostonplans.org/projects/development-projects/181-185-west-first-street-184-190-206-west-se,42.342,-71.051,86000,0,
749199.579942554,2928373.48537406,21879,1633,West Roxbury YMCA,15,Bellevue,Street,2132,West Roxbury,Small Project,Construction Complete,2013/12/13 00:00:00+00,2014/03/13 00:00:00+00,2014/06/05 00:00:00+00,2016/10/18 00:00:00+00,2014/04/17 00:00:00+00,36000,"Proposal calls for the demolition of the 16,000 SF portion of the existing structure, which contains an outdated pool and gym, and the construction of a 24,000 SF addition, which will house new gym & acquatics center, for a total of 36,000 SF.",http://www.bostonplans.org/Projects/Development-Projects/West-Roxbury-YMCA,42.2831,-71.1562,36000,0,
762258.341554642,2948509.59273957,21880,1634,Dana Farber Cancer Institute - 123 Garage Infill Project,,,,,Longwood Medical Area,Large Project,Construction Complete,,,,,,0,,,42.3382,-71.1076,0,0,
772563.235971048,2947757.56274755,21881,1635,BioSquare I - Center Advanced Biomedical Research,700,Albany,Street,2118,South End,Small Project,Construction Complete,,,,1994/01/01 00:00:00+00,2013/07/15 00:00:00+00,180000,,,42.336,-71.0695,180000,180000,
773266.574787468,2947688.23775497,21882,1637,BioSquare I - Garage,710,Albany,Street,2118,South End,Small Project,Construction Complete,,,,,2002/07/09 00:00:00+00,370800,,,42.3358,-71.0669,370800,0,
772967.502879053,2948014.70560598,21883,1638,BioSquare II - Research Lab (Parcel G),640,Albany,Street,,South End,Large Project,Construction Complete,,,,2007/01/01 00:00:00+00,2004/12/14 00:00:00+00,215000,"The
Parcel G Research Laboratory will contain approximately 215,000 square feet of scientific research and laboratory space.",,42.3367,-71.068,215000,215000,
751508.464432389,2952434.88869473,21884,1639,St Elizabeth's Hospital - ED Addition,736,Cambridge,Street,,Brighton,Small Project,Construction Complete,,,,,,0,,,42.3491,-71.1473,0,0,
780138.55841881,2951915.07805456,21885,164,MassPort Parcel F-1  Office Building,601,Congress,Street,2210,South Boston Waterfront,Large Project,Construction Complete,1999/06/21 00:00:00+00,2001/06/21 00:00:00+00,,,,470000,"Project involved the construction of an approximately 470,000 square foot, 14-story Class A office building with ground floor retail and 175 below-grade parking spaces.",,42.3473,-71.0414,470000,,
768945.355411559,2952222.04135139,21886,1641,888 Boylston Street,888,Boylston,Street,,Back Bay,Large Project,Construction Complete,,2008/12/04 00:00:00+00,2011/09/23 00:00:00+00,2015/08/21 00:00:00+00,2008/12/04 00:00:00+00,242000,"Project calls for the construction of a 17 story (242'), mixed-use office/retail building.",http://www.bostonplans.org/Projects/Development-Projects/888-Boylston-St,42.3483,-71.0828,422052,0,
776661.281580716,2950001.61862689,21887,1643,45 West Third Street,45,West Third,Street,2127,South Boston,Large Project,Construction Complete,2014/02/12 00:00:00+00,2015/07/16 00:00:00+00,2016/09/28 00:00:00+00,2018/06/27 00:00:00+00,2017/12/29 00:00:00+00,132850,"Proposal calls for the construction of up to 105 residential units, 3,400SF of retail space and 109 parking spaces.",http://www.bostonplans.org/projects/development-projects/45-west-third-street,42.3421,-71.0543,132850,0,
768680.014078721,2951200.34785673,21888,1644,30 Dalton Street,30,Dalton,Street,2115,Back Bay,Large Project,Construction Complete,2013/07/12 00:00:00+00,2013/09/12 00:00:00+00,,2016/08/09 00:00:00+00,2014/11/03 00:00:00+00,237500,"The 30 Dalton Street project is comprised of 222 rental units and 1,351 square feet of retail space.  As approved the project was referred to as Belvidere/Dalton West.",http://www.bostonplans.org/projects/development-projects/30-dalton-street,42.3455,-71.0838,237500,0,
768408.972297966,2951344.79802714,21889,1645,1 Dalton Street,1,Dalton,Street,2199,Back Bay,Large Project,Construction Complete,2013/07/12 00:00:00+00,2013/09/12 00:00:00+00,2015/06/19 00:00:00+00,2019/08/22 00:00:00+00,2019/05/03 00:00:00+00,712500,"The 1 Dalton Street project will be comprised of a 215 key hotel, 174 condominiums, 483 square feet of retail and 4,678 square feet of open space.  As approved the project was referred to as Belvidere/Dalton East. The project is supporting the creation of 21 income restricted rental units at 9 Williams Street, and 7 income restricted homeownership  units at 2451 Washington Street.",http://www.bostonplans.org/projects/development-projects/1-dalton-street,42.3459,-71.0848,712500,0,
772559.682172388,2964521.27298647,21890,1646,380 Bunker Hill Street Charlestown Armory,380,Bunker Hill,Street,2129,Charlestown,Large Project,Construction Complete,2014/04/03 00:00:00+00,2014/05/15 00:00:00+00,2015/01/30 00:00:00+00,2016/09/28 00:00:00+00,2014/05/15 00:00:00+00,71919,"Proposal calls for the rehabilitation of the former Charlestown Armory building for the provision of 42 residential units, including 36 market rate and 6 affordable units.",http://www.bostonplans.org/projects/development-projects/380-bunker-hill-street,42.382,-71.0692,71919,0,
757528.696158305,2954246.26105623,21891,1649,40 Malvern Street,40,Malvern,Street,2134,Allston,Small Project,Construction Complete,2014/02/07 00:00:00+00,2014/05/15 00:00:00+00,2015/11/12 00:00:00+00,2016/10/28 00:00:00+00,2019/11/08 00:00:00+00,49850,Proposal calls for the construction of a 6-story building for the provision of 48 rental units and 44 surface parking spaces.,http://www.bostonplans.org/projects/development-projects/40-malvern-street,42.354,-71.125,49850,0,
779534.486464217,2953661.09588797,21892,1652,Fan Pier Parcel I,100,Northern,Avenue,2210,South Boston Waterfront,Large Project,Construction Complete,,,2014/02/24 00:00:00+00,,2016/08/19 00:00:00+00,515000,"Proposal calls for the construction of a 515,000 SF, 17-story commercial office tower with ground floor retail; HQ for law firm Goodwin Procter, LLP, which will occupy 380,000 SF.",https://www.bostonplans.org/projects/development-projects/fan-pier-parcel-i,42.3521,-71.0436,515000,0,
779398.360752225,2953842.58207355,21893,1653,Fan Pier Parcel H,1,Harbor Shore,Drive,2210,South Boston Waterfront,Large Project,Board Approved,,,,,2023/05/02 00:00:00+00,327225,Parcel H within the Fan Pier Planned Development Area (PDA054) is a residential building with ground and second floor facilities of public accommodation including civic/cultural space. A three story parking garage has been built since 2016.,https://www.bostonplans.org/projects/development-projects/fan-pier-parcel-h,42.3526,-71.0441,245000,0,
778886.534019977,2953511.86619955,21894,1654,Seaport Square Block K,85,Seaport,Boulevard,2210,South Boston Waterfront,Large Project,Construction Complete,,,2015/01/14 00:00:00+00,2020/10/28 00:00:00+00,2016/05/10 00:00:00+00,293000,"Proposal calls for the construction of 346 rental units and 25,000 SF of ground floor retail.",http://www.bostonplans.org/Projects/Development-Projects/Seaport-Square-Block-K,42.3517,-71.046,293000,0,
767966.370164812,2947844.14787623,21895,1655,1065 Tremont Street,1065,Tremont,Street,2120,Roxbury,Small Project,Construction Complete,2014/02/28 00:00:00+00,2014/04/17 00:00:00+00,2014/11/19 00:00:00+00,2016/04/29 00:00:00+00,2019/10/02 00:00:00+00,16200,"Proposal is to construct a new 6-story building for the provision of 16 rental units, one 1,000 SF ground floor commercial space and 17 surface parking spaces.",http://www.bostonplans.org/projects/development-projects/1065-tremont-street,42.3363,-71.0865,16200,0,
762556.414121225,2948365.19539057,21896,1656,Boston Children's Hospital - Binney Street Addition,0,Binney,Street,,Longwood Medical Area,Large Project,Construction Complete,,2010/02/16 00:00:00+00,,,2010/02/16 00:00:00+00,63400,,http://www.bostonplans.org/Projects/Development-Projects/Boston-Children-s-Hospital-Binney-Street-Additio,42.3378,-71.1065,63400,0,
782955.135134727,2950982.87913156,21897,1657,The Innovation and Design Building,21-23-25,Drydock Avenue & 1 Design Center,Place,2210,South Boston Waterfront,Large Project,Construction Complete,2014/05/15 00:00:00+00,2014/07/10 00:00:00+00,2014/01/17 00:00:00+00,2016/10/05 00:00:00+00,2015/08/12 00:00:00+00,206388,"Proposal calls for the conversion of approximately 206,388 SF of existing floor area to commercial uses and associated improvements at 21-23-25 Drydock Avenue & 1 Design Center Place.",http://www.bostonplans.org/Projects/Development-Projects/The-Innovation-and-Design-Building,42.3447,-71.031,206388,0,
754582.152510718,2954306.38068664,21898,1658,450 Cambridge Street,450,Cambridge,Street,2134,Allston,Small Project,Construction Complete,2014/03/18 00:00:00+00,2014/05/15 00:00:00+00,2016/07/21 00:00:00+00,2017/09/07 00:00:00+00,2016/01/04 00:00:00+00,49810,Proposal calls for the construction of a 4-story building for the provision of 40 rental units and 40 parking spaces.,http://www.bostonplans.org/projects/development-projects/450-cambridge-street,42.3542,-71.1359,49810,0,
775731.147614226,2957321.79099439,21899,1659,Boston Public Market at 136 Blackstone Street,136,Blackstone,Street,,Downtown,Small Project,Construction Complete,2014/03/14 00:00:00+00,2014/04/17 00:00:00+00,2014/06/04 00:00:00+00,2015/07/30 00:00:00+00,2014/04/17 00:00:00+00,29460,"The project includes a Market Hall with 92 stall rental modules and three anchor tenants including a demonstration kitchen, a bakery and a seafood raw bar or restaurant.",http://www.bostonplans.org/projects/development-projects/boston-public-market-at-136-blackstone-street,42.3622,-71.0576,29460,0,
